,geometry
145,"POLYGON ((4.70433696591653 52.242552108572596, 4.70433696591653 52.2443539103744, 4.707284695000999 52.2443539103744, 4.707284695000999 52.242552108572596, 4.70433696591653 52.242552108572596))"
146,"POLYGON ((4.70433696591653 52.2443539103744, 4.70433696591653 52.246155712176204, 4.707284695000999 52.246155712176204, 4.707284695000999 52.2443539103744, 4.70433696591653 52.2443539103744))"
147,"POLYGON ((4.70433696591653 52.246155712176204, 4.70433696591653 52.24795751397801, 4.707284695000999 52.24795751397801, 4.707284695000999 52.246155712176204, 4.70433696591653 52.246155712176204))"
148,"POLYGON ((4.70433696591653 52.24795751397801, 4.70433696591653 52.24975931577981, 4.707284695000999 52.24975931577981, 4.707284695000999 52.24795751397801, 4.70433696591653 52.24795751397801))"
149,"POLYGON ((4.70433696591653 52.24975931577981, 4.70433696591653 52.251561117581616, 4.707284695000999 52.251561117581616, 4.707284695000999 52.24975931577981, 4.70433696591653 52.24975931577981))"
150,"POLYGON ((4.70433696591653 52.251561117581616, 4.70433696591653 52.25336291938342, 4.707284695000999 52.25336291938342, 4.707284695000999 52.251561117581616, 4.70433696591653 52.251561117581616))"
151,"POLYGON ((4.70433696591653 52.25336291938342, 4.70433696591653 52.255164721185224, 4.707284695000999 52.255164721185224, 4.707284695000999 52.25336291938342, 4.70433696591653 52.25336291938342))"
152,"POLYGON ((4.70433696591653 52.255164721185224, 4.70433696591653 52.25696652298703, 4.707284695000999 52.25696652298703, 4.707284695000999 52.255164721185224, 4.70433696591653 52.255164721185224))"
153,"POLYGON ((4.70433696591653 52.25696652298703, 4.70433696591653 52.25876832478883, 4.707284695000999 52.25876832478883, 4.707284695000999 52.25696652298703, 4.70433696591653 52.25696652298703))"
154,"POLYGON ((4.70433696591653 52.25876832478883, 4.70433696591653 52.260570126590636, 4.707284695000999 52.260570126590636, 4.707284695000999 52.25876832478883, 4.70433696591653 52.25876832478883))"
155,"POLYGON ((4.70433696591653 52.260570126590636, 4.70433696591653 52.26237192839244, 4.707284695000999 52.26237192839244, 4.707284695000999 52.260570126590636, 4.70433696591653 52.260570126590636))"
156,"POLYGON ((4.70433696591653 52.26237192839244, 4.70433696591653 52.264173730194244, 4.707284695000999 52.264173730194244, 4.707284695000999 52.26237192839244, 4.70433696591653 52.26237192839244))"
157,"POLYGON ((4.70433696591653 52.264173730194244, 4.70433696591653 52.26597553199605, 4.707284695000999 52.26597553199605, 4.707284695000999 52.264173730194244, 4.70433696591653 52.264173730194244))"
158,"POLYGON ((4.70433696591653 52.26597553199605, 4.70433696591653 52.26777733379785, 4.707284695000999 52.26777733379785, 4.707284695000999 52.26597553199605, 4.70433696591653 52.26597553199605))"
159,"POLYGON ((4.70433696591653 52.26777733379785, 4.70433696591653 52.269579135599656, 4.707284695000999 52.269579135599656, 4.707284695000999 52.26777733379785, 4.70433696591653 52.26777733379785))"
160,"POLYGON ((4.70433696591653 52.269579135599656, 4.70433696591653 52.27138093740146, 4.707284695000999 52.27138093740146, 4.707284695000999 52.269579135599656, 4.70433696591653 52.269579135599656))"
161,"POLYGON ((4.70433696591653 52.27138093740146, 4.70433696591653 52.273182739203264, 4.707284695000999 52.273182739203264, 4.707284695000999 52.27138093740146, 4.70433696591653 52.27138093740146))"
162,"POLYGON ((4.70433696591653 52.273182739203264, 4.70433696591653 52.27498454100507, 4.707284695000999 52.27498454100507, 4.707284695000999 52.273182739203264, 4.70433696591653 52.273182739203264))"
163,"POLYGON ((4.70433696591653 52.27498454100507, 4.70433696591653 52.27678634280687, 4.707284695000999 52.27678634280687, 4.707284695000999 52.27498454100507, 4.70433696591653 52.27498454100507))"
164,"POLYGON ((4.70433696591653 52.27678634280687, 4.70433696591653 52.278588144608676, 4.707284695000999 52.278588144608676, 4.707284695000999 52.27678634280687, 4.70433696591653 52.27678634280687))"
165,"POLYGON ((4.70433696591653 52.278588144608676, 4.70433696591653 52.28038994641048, 4.707284695000999 52.28038994641048, 4.707284695000999 52.278588144608676, 4.70433696591653 52.278588144608676))"
166,"POLYGON ((4.70433696591653 52.28038994641048, 4.70433696591653 52.282191748212284, 4.707284695000999 52.282191748212284, 4.707284695000999 52.28038994641048, 4.70433696591653 52.28038994641048))"
167,"POLYGON ((4.70433696591653 52.282191748212284, 4.70433696591653 52.28399355001409, 4.707284695000999 52.28399355001409, 4.707284695000999 52.282191748212284, 4.70433696591653 52.282191748212284))"
168,"POLYGON ((4.70433696591653 52.28399355001409, 4.70433696591653 52.28579535181589, 4.707284695000999 52.28579535181589, 4.707284695000999 52.28399355001409, 4.70433696591653 52.28399355001409))"
169,"POLYGON ((4.70433696591653 52.28579535181589, 4.70433696591653 52.287597153617696, 4.707284695000999 52.287597153617696, 4.707284695000999 52.28579535181589, 4.70433696591653 52.28579535181589))"
170,"POLYGON ((4.70433696591653 52.287597153617696, 4.70433696591653 52.2893989554195, 4.707284695000999 52.2893989554195, 4.707284695000999 52.287597153617696, 4.70433696591653 52.287597153617696))"
171,"POLYGON ((4.70433696591653 52.2893989554195, 4.70433696591653 52.291200757221304, 4.707284695000999 52.291200757221304, 4.707284695000999 52.2893989554195, 4.70433696591653 52.2893989554195))"
172,"POLYGON ((4.70433696591653 52.291200757221304, 4.70433696591653 52.29300255902311, 4.707284695000999 52.29300255902311, 4.707284695000999 52.291200757221304, 4.70433696591653 52.291200757221304))"
173,"POLYGON ((4.70433696591653 52.29300255902311, 4.70433696591653 52.29480436082491, 4.707284695000999 52.29480436082491, 4.707284695000999 52.29300255902311, 4.70433696591653 52.29300255902311))"
174,"POLYGON ((4.70433696591653 52.29480436082491, 4.70433696591653 52.296606162626716, 4.707284695000999 52.296606162626716, 4.707284695000999 52.29480436082491, 4.70433696591653 52.29480436082491))"
175,"POLYGON ((4.70433696591653 52.296606162626716, 4.70433696591653 52.29840796442852, 4.707284695000999 52.29840796442852, 4.707284695000999 52.296606162626716, 4.70433696591653 52.296606162626716))"
176,"POLYGON ((4.70433696591653 52.29840796442852, 4.70433696591653 52.300209766230324, 4.707284695000999 52.300209766230324, 4.707284695000999 52.29840796442852, 4.70433696591653 52.29840796442852))"
177,"POLYGON ((4.70433696591653 52.300209766230324, 4.70433696591653 52.30201156803213, 4.707284695000999 52.30201156803213, 4.707284695000999 52.300209766230324, 4.70433696591653 52.300209766230324))"
178,"POLYGON ((4.70433696591653 52.30201156803213, 4.70433696591653 52.30381336983393, 4.707284695000999 52.30381336983393, 4.707284695000999 52.30201156803213, 4.70433696591653 52.30201156803213))"
179,"POLYGON ((4.70433696591653 52.30381336983393, 4.70433696591653 52.305615171635736, 4.707284695000999 52.305615171635736, 4.707284695000999 52.30381336983393, 4.70433696591653 52.30381336983393))"
180,"POLYGON ((4.70433696591653 52.305615171635736, 4.70433696591653 52.30741697343754, 4.707284695000999 52.30741697343754, 4.707284695000999 52.305615171635736, 4.70433696591653 52.305615171635736))"
181,"POLYGON ((4.70433696591653 52.30741697343754, 4.70433696591653 52.309218775239344, 4.707284695000999 52.309218775239344, 4.707284695000999 52.30741697343754, 4.70433696591653 52.30741697343754))"
182,"POLYGON ((4.70433696591653 52.309218775239344, 4.70433696591653 52.31102057704115, 4.707284695000999 52.31102057704115, 4.707284695000999 52.309218775239344, 4.70433696591653 52.309218775239344))"
183,"POLYGON ((4.70433696591653 52.31102057704115, 4.70433696591653 52.31282237884295, 4.707284695000999 52.31282237884295, 4.707284695000999 52.31102057704115, 4.70433696591653 52.31102057704115))"
184,"POLYGON ((4.70433696591653 52.31282237884295, 4.70433696591653 52.314624180644756, 4.707284695000999 52.314624180644756, 4.707284695000999 52.31282237884295, 4.70433696591653 52.31282237884295))"
185,"POLYGON ((4.70433696591653 52.314624180644756, 4.70433696591653 52.31642598244656, 4.707284695000999 52.31642598244656, 4.707284695000999 52.314624180644756, 4.70433696591653 52.314624180644756))"
186,"POLYGON ((4.70433696591653 52.31642598244656, 4.70433696591653 52.318227784248364, 4.707284695000999 52.318227784248364, 4.707284695000999 52.31642598244656, 4.70433696591653 52.31642598244656))"
187,"POLYGON ((4.70433696591653 52.318227784248364, 4.70433696591653 52.32002958605017, 4.707284695000999 52.32002958605017, 4.707284695000999 52.318227784248364, 4.70433696591653 52.318227784248364))"
188,"POLYGON ((4.70433696591653 52.32002958605017, 4.70433696591653 52.32183138785197, 4.707284695000999 52.32183138785197, 4.707284695000999 52.32002958605017, 4.70433696591653 52.32002958605017))"
189,"POLYGON ((4.70433696591653 52.32183138785197, 4.70433696591653 52.323633189653776, 4.707284695000999 52.323633189653776, 4.707284695000999 52.32183138785197, 4.70433696591653 52.32183138785197))"
190,"POLYGON ((4.70433696591653 52.323633189653776, 4.70433696591653 52.32543499145558, 4.707284695000999 52.32543499145558, 4.707284695000999 52.323633189653776, 4.70433696591653 52.323633189653776))"
191,"POLYGON ((4.70433696591653 52.32543499145558, 4.70433696591653 52.327236793257384, 4.707284695000999 52.327236793257384, 4.707284695000999 52.32543499145558, 4.70433696591653 52.32543499145558))"
192,"POLYGON ((4.70433696591653 52.327236793257384, 4.70433696591653 52.32903859505919, 4.707284695000999 52.32903859505919, 4.707284695000999 52.327236793257384, 4.70433696591653 52.327236793257384))"
193,"POLYGON ((4.70433696591653 52.32903859505919, 4.70433696591653 52.33084039686099, 4.707284695000999 52.33084039686099, 4.707284695000999 52.32903859505919, 4.70433696591653 52.32903859505919))"
194,"POLYGON ((4.70433696591653 52.33084039686099, 4.70433696591653 52.332642198662796, 4.707284695000999 52.332642198662796, 4.707284695000999 52.33084039686099, 4.70433696591653 52.33084039686099))"
195,"POLYGON ((4.70433696591653 52.332642198662796, 4.70433696591653 52.3344440004646, 4.707284695000999 52.3344440004646, 4.707284695000999 52.332642198662796, 4.70433696591653 52.332642198662796))"
196,"POLYGON ((4.70433696591653 52.3344440004646, 4.70433696591653 52.336245802266404, 4.707284695000999 52.336245802266404, 4.707284695000999 52.3344440004646, 4.70433696591653 52.3344440004646))"
197,"POLYGON ((4.70433696591653 52.336245802266404, 4.70433696591653 52.33804760406821, 4.707284695000999 52.33804760406821, 4.707284695000999 52.336245802266404, 4.70433696591653 52.336245802266404))"
198,"POLYGON ((4.70433696591653 52.33804760406821, 4.70433696591653 52.33984940587001, 4.707284695000999 52.33984940587001, 4.707284695000999 52.33804760406821, 4.70433696591653 52.33804760406821))"
199,"POLYGON ((4.70433696591653 52.33984940587001, 4.70433696591653 52.341651207671816, 4.707284695000999 52.341651207671816, 4.707284695000999 52.33984940587001, 4.70433696591653 52.33984940587001))"
200,"POLYGON ((4.70433696591653 52.341651207671816, 4.70433696591653 52.34345300947362, 4.707284695000999 52.34345300947362, 4.707284695000999 52.341651207671816, 4.70433696591653 52.341651207671816))"
201,"POLYGON ((4.70433696591653 52.34345300947362, 4.70433696591653 52.345254811275424, 4.707284695000999 52.345254811275424, 4.707284695000999 52.34345300947362, 4.70433696591653 52.34345300947362))"
202,"POLYGON ((4.70433696591653 52.345254811275424, 4.70433696591653 52.34705661307723, 4.707284695000999 52.34705661307723, 4.707284695000999 52.345254811275424, 4.70433696591653 52.345254811275424))"
203,"POLYGON ((4.70433696591653 52.34705661307723, 4.70433696591653 52.34885841487903, 4.707284695000999 52.34885841487903, 4.707284695000999 52.34705661307723, 4.70433696591653 52.34705661307723))"
204,"POLYGON ((4.70433696591653 52.34885841487903, 4.70433696591653 52.350660216680836, 4.707284695000999 52.350660216680836, 4.707284695000999 52.34885841487903, 4.70433696591653 52.34885841487903))"
205,"POLYGON ((4.70433696591653 52.350660216680836, 4.70433696591653 52.35246201848264, 4.707284695000999 52.35246201848264, 4.707284695000999 52.350660216680836, 4.70433696591653 52.350660216680836))"
206,"POLYGON ((4.70433696591653 52.35246201848264, 4.70433696591653 52.354263820284444, 4.707284695000999 52.354263820284444, 4.707284695000999 52.35246201848264, 4.70433696591653 52.35246201848264))"
207,"POLYGON ((4.70433696591653 52.354263820284444, 4.70433696591653 52.35606562208625, 4.707284695000999 52.35606562208625, 4.707284695000999 52.354263820284444, 4.70433696591653 52.354263820284444))"
208,"POLYGON ((4.70433696591653 52.35606562208625, 4.70433696591653 52.35786742388805, 4.707284695000999 52.35786742388805, 4.707284695000999 52.35606562208625, 4.70433696591653 52.35606562208625))"
209,"POLYGON ((4.70433696591653 52.35786742388805, 4.70433696591653 52.359669225689856, 4.707284695000999 52.359669225689856, 4.707284695000999 52.35786742388805, 4.70433696591653 52.35786742388805))"
210,"POLYGON ((4.70433696591653 52.359669225689856, 4.70433696591653 52.36147102749166, 4.707284695000999 52.36147102749166, 4.707284695000999 52.359669225689856, 4.70433696591653 52.359669225689856))"
211,"POLYGON ((4.70433696591653 52.36147102749166, 4.70433696591653 52.363272829293464, 4.707284695000999 52.363272829293464, 4.707284695000999 52.36147102749166, 4.70433696591653 52.36147102749166))"
212,"POLYGON ((4.70433696591653 52.363272829293464, 4.70433696591653 52.36507463109527, 4.707284695000999 52.36507463109527, 4.707284695000999 52.363272829293464, 4.70433696591653 52.363272829293464))"
213,"POLYGON ((4.70433696591653 52.36507463109527, 4.70433696591653 52.36687643289707, 4.707284695000999 52.36687643289707, 4.707284695000999 52.36507463109527, 4.70433696591653 52.36507463109527))"
214,"POLYGON ((4.70433696591653 52.36687643289707, 4.70433696591653 52.368678234698876, 4.707284695000999 52.368678234698876, 4.707284695000999 52.36687643289707, 4.70433696591653 52.36687643289707))"
215,"POLYGON ((4.70433696591653 52.368678234698876, 4.70433696591653 52.37048003650068, 4.707284695000999 52.37048003650068, 4.707284695000999 52.368678234698876, 4.70433696591653 52.368678234698876))"
216,"POLYGON ((4.70433696591653 52.37048003650068, 4.70433696591653 52.372281838302484, 4.707284695000999 52.372281838302484, 4.707284695000999 52.37048003650068, 4.70433696591653 52.37048003650068))"
217,"POLYGON ((4.70433696591653 52.372281838302484, 4.70433696591653 52.37408364010429, 4.707284695000999 52.37408364010429, 4.707284695000999 52.372281838302484, 4.70433696591653 52.372281838302484))"
218,"POLYGON ((4.70433696591653 52.37408364010429, 4.70433696591653 52.37588544190609, 4.707284695000999 52.37588544190609, 4.707284695000999 52.37408364010429, 4.70433696591653 52.37408364010429))"
219,"POLYGON ((4.70433696591653 52.37588544190609, 4.70433696591653 52.377687243707896, 4.707284695000999 52.377687243707896, 4.707284695000999 52.37588544190609, 4.70433696591653 52.37588544190609))"
220,"POLYGON ((4.70433696591653 52.377687243707896, 4.70433696591653 52.3794890455097, 4.707284695000999 52.3794890455097, 4.707284695000999 52.377687243707896, 4.70433696591653 52.377687243707896))"
221,"POLYGON ((4.70433696591653 52.3794890455097, 4.70433696591653 52.381290847311504, 4.707284695000999 52.381290847311504, 4.707284695000999 52.3794890455097, 4.70433696591653 52.3794890455097))"
222,"POLYGON ((4.70433696591653 52.381290847311504, 4.70433696591653 52.38309264911331, 4.707284695000999 52.38309264911331, 4.707284695000999 52.381290847311504, 4.70433696591653 52.381290847311504))"
223,"POLYGON ((4.70433696591653 52.38309264911331, 4.70433696591653 52.38489445091511, 4.707284695000999 52.38489445091511, 4.707284695000999 52.38309264911331, 4.70433696591653 52.38309264911331))"
224,"POLYGON ((4.70433696591653 52.38489445091511, 4.70433696591653 52.386696252716916, 4.707284695000999 52.386696252716916, 4.707284695000999 52.38489445091511, 4.70433696591653 52.38489445091511))"
