,id,service_area,geometry
3613,3613,GBA,"POLYGON ((4.783925651197195 52.41192147794217, 4.786873380281664 52.41192147794217, 4.786873380281664 52.41011967614037, 4.783925651197195 52.41011967614037, 4.783925651197195 52.41192147794217))"
3614,3614,GBA,"POLYGON ((4.783925651197195 52.41372327974398, 4.786873380281664 52.41372327974398, 4.786873380281664 52.41192147794217, 4.783925651197195 52.41192147794217, 4.783925651197195 52.41372327974398))"
3615,3615,GBA,"POLYGON ((4.783925651197195 52.41552508154578, 4.786873380281664 52.41552508154578, 4.786873380281664 52.41372327974398, 4.783925651197195 52.41372327974398, 4.783925651197195 52.41552508154578))"
3616,3616,GBA,"POLYGON ((4.783925651197195 52.417326883347584, 4.786873380281664 52.417326883347584, 4.786873380281664 52.41552508154578, 4.783925651197195 52.41552508154578, 4.783925651197195 52.417326883347584))"
3617,3617,GBA,"POLYGON ((4.783925651197195 52.41912868514939, 4.786873380281664 52.41912868514939, 4.786873380281664 52.417326883347584, 4.783925651197195 52.417326883347584, 4.783925651197195 52.41912868514939))"
3618,3618,GBA,"POLYGON ((4.783925651197195 52.42093048695119, 4.786873380281664 52.42093048695119, 4.786873380281664 52.41912868514939, 4.783925651197195 52.41912868514939, 4.783925651197195 52.42093048695119))"
3619,3619,GBA,"POLYGON ((4.783925651197195 52.422732288753, 4.786873380281664 52.422732288753, 4.786873380281664 52.42093048695119, 4.783925651197195 52.42093048695119, 4.783925651197195 52.422732288753))"
3620,3620,GBA,"POLYGON ((4.783925651197195 52.4245340905548, 4.786873380281664 52.4245340905548, 4.786873380281664 52.422732288753, 4.783925651197195 52.422732288753, 4.783925651197195 52.4245340905548))"
3621,3621,GBA,"POLYGON ((4.783925651197195 52.426335892356605, 4.786873380281664 52.426335892356605, 4.786873380281664 52.4245340905548, 4.783925651197195 52.4245340905548, 4.783925651197195 52.426335892356605))"
3637,3637,Uithoorn,"POLYGON ((4.786873380281664 52.22993949595997, 4.789821109366133 52.22993949595997, 4.789821109366133 52.228137694158164, 4.786873380281664 52.228137694158164, 4.786873380281664 52.22993949595997))"
3638,3638,Uithoorn,"POLYGON ((4.786873380281664 52.23174129776177, 4.789821109366133 52.23174129776177, 4.789821109366133 52.22993949595997, 4.786873380281664 52.22993949595997, 4.786873380281664 52.23174129776177))"
3639,3639,Uithoorn,"POLYGON ((4.786873380281664 52.233543099563576, 4.789821109366133 52.233543099563576, 4.789821109366133 52.23174129776177, 4.786873380281664 52.23174129776177, 4.786873380281664 52.233543099563576))"
3640,3640,Uithoorn,"POLYGON ((4.786873380281664 52.23534490136538, 4.789821109366133 52.23534490136538, 4.789821109366133 52.233543099563576, 4.786873380281664 52.233543099563576, 4.786873380281664 52.23534490136538))"
3641,3641,Uithoorn,"POLYGON ((4.786873380281664 52.237146703167184, 4.789821109366133 52.237146703167184, 4.789821109366133 52.23534490136538, 4.786873380281664 52.23534490136538, 4.786873380281664 52.237146703167184))"
3642,3642,Uithoorn,"POLYGON ((4.786873380281664 52.23894850496899, 4.789821109366133 52.23894850496899, 4.789821109366133 52.237146703167184, 4.786873380281664 52.237146703167184, 4.786873380281664 52.23894850496899))"
3643,3643,Uithoorn,"POLYGON ((4.786873380281664 52.24075030677079, 4.789821109366133 52.24075030677079, 4.789821109366133 52.23894850496899, 4.786873380281664 52.23894850496899, 4.786873380281664 52.24075030677079))"
3644,3644,Uithoorn,"POLYGON ((4.786873380281664 52.242552108572596, 4.789821109366133 52.242552108572596, 4.789821109366133 52.24075030677079, 4.786873380281664 52.24075030677079, 4.786873380281664 52.242552108572596))"
3645,3645,Uithoorn,"POLYGON ((4.786873380281664 52.2443539103744, 4.789821109366133 52.2443539103744, 4.789821109366133 52.242552108572596, 4.786873380281664 52.242552108572596, 4.786873380281664 52.2443539103744))"
3646,3646,Uithoorn,"POLYGON ((4.786873380281664 52.246155712176204, 4.789821109366133 52.246155712176204, 4.789821109366133 52.2443539103744, 4.786873380281664 52.2443539103744, 4.786873380281664 52.246155712176204))"
3647,3647,Uithoorn,"POLYGON ((4.786873380281664 52.24795751397801, 4.789821109366133 52.24795751397801, 4.789821109366133 52.246155712176204, 4.786873380281664 52.246155712176204, 4.786873380281664 52.24795751397801))"
3648,3648,Aalsmeer,"POLYGON ((4.786873380281664 52.24975931577981, 4.789821109366133 52.24975931577981, 4.789821109366133 52.24795751397801, 4.786873380281664 52.24795751397801, 4.786873380281664 52.24975931577981))"
3649,3649,Aalsmeer,"POLYGON ((4.786873380281664 52.251561117581616, 4.789821109366133 52.251561117581616, 4.789821109366133 52.24975931577981, 4.786873380281664 52.24975931577981, 4.786873380281664 52.251561117581616))"
3650,3650,Aalsmeer,"POLYGON ((4.786873380281664 52.25336291938342, 4.789821109366133 52.25336291938342, 4.789821109366133 52.251561117581616, 4.786873380281664 52.251561117581616, 4.786873380281664 52.25336291938342))"
3651,3651,Aalsmeer,"POLYGON ((4.786873380281664 52.255164721185224, 4.789821109366133 52.255164721185224, 4.789821109366133 52.25336291938342, 4.786873380281664 52.25336291938342, 4.786873380281664 52.255164721185224))"
3652,3652,Aalsmeer,"POLYGON ((4.786873380281664 52.25696652298703, 4.789821109366133 52.25696652298703, 4.789821109366133 52.255164721185224, 4.786873380281664 52.255164721185224, 4.786873380281664 52.25696652298703))"
3653,3653,Aalsmeer,"POLYGON ((4.786873380281664 52.25876832478883, 4.789821109366133 52.25876832478883, 4.789821109366133 52.25696652298703, 4.786873380281664 52.25696652298703, 4.786873380281664 52.25876832478883))"
3654,3654,Aalsmeer,"POLYGON ((4.786873380281664 52.260570126590636, 4.789821109366133 52.260570126590636, 4.789821109366133 52.25876832478883, 4.786873380281664 52.25876832478883, 4.786873380281664 52.260570126590636))"
3655,3655,Aalsmeer,"POLYGON ((4.786873380281664 52.26237192839244, 4.789821109366133 52.26237192839244, 4.789821109366133 52.260570126590636, 4.786873380281664 52.260570126590636, 4.786873380281664 52.26237192839244))"
3656,3656,Aalsmeer,"POLYGON ((4.786873380281664 52.264173730194244, 4.789821109366133 52.264173730194244, 4.789821109366133 52.26237192839244, 4.786873380281664 52.26237192839244, 4.786873380281664 52.264173730194244))"
3657,3657,Aalsmeer,"POLYGON ((4.786873380281664 52.26597553199605, 4.789821109366133 52.26597553199605, 4.789821109366133 52.264173730194244, 4.786873380281664 52.264173730194244, 4.786873380281664 52.26597553199605))"
3658,3658,Aalsmeer,"POLYGON ((4.786873380281664 52.26777733379785, 4.789821109366133 52.26777733379785, 4.789821109366133 52.26597553199605, 4.786873380281664 52.26597553199605, 4.786873380281664 52.26777733379785))"
3659,3659,Aalsmeer,"POLYGON ((4.786873380281664 52.269579135599656, 4.789821109366133 52.269579135599656, 4.789821109366133 52.26777733379785, 4.786873380281664 52.26777733379785, 4.786873380281664 52.269579135599656))"
3660,3660,Aalsmeer,"POLYGON ((4.786873380281664 52.27138093740146, 4.789821109366133 52.27138093740146, 4.789821109366133 52.269579135599656, 4.786873380281664 52.269579135599656, 4.786873380281664 52.27138093740146))"
3661,3661,Aalsmeer,"POLYGON ((4.786873380281664 52.273182739203264, 4.789821109366133 52.273182739203264, 4.789821109366133 52.27138093740146, 4.786873380281664 52.27138093740146, 4.786873380281664 52.273182739203264))"
3662,3662,Aalsmeer,"POLYGON ((4.786873380281664 52.27498454100507, 4.789821109366133 52.27498454100507, 4.789821109366133 52.273182739203264, 4.786873380281664 52.273182739203264, 4.786873380281664 52.27498454100507))"
3663,3663,Aalsmeer,"POLYGON ((4.786873380281664 52.27678634280687, 4.789821109366133 52.27678634280687, 4.789821109366133 52.27498454100507, 4.786873380281664 52.27498454100507, 4.786873380281664 52.27678634280687))"
3664,3664,Aalsmeer,"POLYGON ((4.786873380281664 52.278588144608676, 4.789821109366133 52.278588144608676, 4.789821109366133 52.27678634280687, 4.786873380281664 52.27678634280687, 4.786873380281664 52.278588144608676))"
3665,3665,Aalsmeer,"POLYGON ((4.786873380281664 52.28038994641048, 4.789821109366133 52.28038994641048, 4.789821109366133 52.278588144608676, 4.786873380281664 52.278588144608676, 4.786873380281664 52.28038994641048))"
3666,3666,Aalsmeer,"POLYGON ((4.786873380281664 52.282191748212284, 4.789821109366133 52.282191748212284, 4.789821109366133 52.28038994641048, 4.786873380281664 52.28038994641048, 4.786873380281664 52.282191748212284))"
3667,3667,Aalsmeer,"POLYGON ((4.786873380281664 52.28399355001409, 4.789821109366133 52.28399355001409, 4.789821109366133 52.282191748212284, 4.786873380281664 52.282191748212284, 4.786873380281664 52.28399355001409))"
3668,3668,Aalsmeer,"POLYGON ((4.786873380281664 52.28579535181589, 4.789821109366133 52.28579535181589, 4.789821109366133 52.28399355001409, 4.786873380281664 52.28399355001409, 4.786873380281664 52.28579535181589))"
3669,3669,Aalsmeer,"POLYGON ((4.786873380281664 52.287597153617696, 4.789821109366133 52.287597153617696, 4.789821109366133 52.28579535181589, 4.786873380281664 52.28579535181589, 4.786873380281664 52.287597153617696))"
3670,3670,Aalsmeer,"POLYGON ((4.786873380281664 52.2893989554195, 4.789821109366133 52.2893989554195, 4.789821109366133 52.287597153617696, 4.786873380281664 52.287597153617696, 4.786873380281664 52.2893989554195))"
3701,3701,Osdorp,"POLYGON ((4.786873380281664 52.345254811275424, 4.789821109366133 52.345254811275424, 4.789821109366133 52.34345300947362, 4.786873380281664 52.34345300947362, 4.786873380281664 52.345254811275424))"
3702,3702,Osdorp,"POLYGON ((4.786873380281664 52.34705661307723, 4.789821109366133 52.34705661307723, 4.789821109366133 52.345254811275424, 4.786873380281664 52.345254811275424, 4.786873380281664 52.34705661307723))"
3703,3703,Osdorp,"POLYGON ((4.786873380281664 52.34885841487903, 4.789821109366133 52.34885841487903, 4.789821109366133 52.34705661307723, 4.786873380281664 52.34705661307723, 4.786873380281664 52.34885841487903))"
3704,3704,Osdorp,"POLYGON ((4.786873380281664 52.350660216680836, 4.789821109366133 52.350660216680836, 4.789821109366133 52.34885841487903, 4.786873380281664 52.34885841487903, 4.786873380281664 52.350660216680836))"
3705,3705,Osdorp,"POLYGON ((4.786873380281664 52.35246201848264, 4.789821109366133 52.35246201848264, 4.789821109366133 52.350660216680836, 4.786873380281664 52.350660216680836, 4.786873380281664 52.35246201848264))"
3706,3706,Osdorp,"POLYGON ((4.786873380281664 52.354263820284444, 4.789821109366133 52.354263820284444, 4.789821109366133 52.35246201848264, 4.786873380281664 52.35246201848264, 4.786873380281664 52.354263820284444))"
3707,3707,Osdorp,"POLYGON ((4.786873380281664 52.35606562208625, 4.789821109366133 52.35606562208625, 4.789821109366133 52.354263820284444, 4.786873380281664 52.354263820284444, 4.786873380281664 52.35606562208625))"
3708,3708,Osdorp,"POLYGON ((4.786873380281664 52.35786742388805, 4.789821109366133 52.35786742388805, 4.789821109366133 52.35606562208625, 4.786873380281664 52.35606562208625, 4.786873380281664 52.35786742388805))"
3709,3709,Osdorp,"POLYGON ((4.786873380281664 52.359669225689856, 4.789821109366133 52.359669225689856, 4.789821109366133 52.35786742388805, 4.786873380281664 52.35786742388805, 4.786873380281664 52.359669225689856))"
3710,3710,Osdorp,"POLYGON ((4.786873380281664 52.36147102749166, 4.789821109366133 52.36147102749166, 4.789821109366133 52.359669225689856, 4.786873380281664 52.359669225689856, 4.786873380281664 52.36147102749166))"
3711,3711,Osdorp,"POLYGON ((4.786873380281664 52.363272829293464, 4.789821109366133 52.363272829293464, 4.789821109366133 52.36147102749166, 4.786873380281664 52.36147102749166, 4.786873380281664 52.363272829293464))"
3712,3712,Osdorp,"POLYGON ((4.786873380281664 52.36507463109527, 4.789821109366133 52.36507463109527, 4.789821109366133 52.363272829293464, 4.786873380281664 52.363272829293464, 4.786873380281664 52.36507463109527))"
3713,3713,Osdorp,"POLYGON ((4.786873380281664 52.36687643289707, 4.789821109366133 52.36687643289707, 4.789821109366133 52.36507463109527, 4.786873380281664 52.36507463109527, 4.786873380281664 52.36687643289707))"
3714,3714,Osdorp,"POLYGON ((4.786873380281664 52.368678234698876, 4.789821109366133 52.368678234698876, 4.789821109366133 52.36687643289707, 4.786873380281664 52.36687643289707, 4.786873380281664 52.368678234698876))"
3715,3715,Osdorp,"POLYGON ((4.786873380281664 52.37048003650068, 4.789821109366133 52.37048003650068, 4.789821109366133 52.368678234698876, 4.786873380281664 52.368678234698876, 4.786873380281664 52.37048003650068))"
3716,3716,Osdorp,"POLYGON ((4.786873380281664 52.372281838302484, 4.789821109366133 52.372281838302484, 4.789821109366133 52.37048003650068, 4.786873380281664 52.37048003650068, 4.786873380281664 52.372281838302484))"
3717,3717,Osdorp,"POLYGON ((4.786873380281664 52.37408364010429, 4.789821109366133 52.37408364010429, 4.789821109366133 52.372281838302484, 4.786873380281664 52.372281838302484, 4.786873380281664 52.37408364010429))"
3718,3718,Osdorp,"POLYGON ((4.786873380281664 52.37588544190609, 4.789821109366133 52.37588544190609, 4.789821109366133 52.37408364010429, 4.786873380281664 52.37408364010429, 4.786873380281664 52.37588544190609))"
3719,3719,Osdorp,"POLYGON ((4.786873380281664 52.377687243707896, 4.789821109366133 52.377687243707896, 4.789821109366133 52.37588544190609, 4.786873380281664 52.37588544190609, 4.786873380281664 52.377687243707896))"
3720,3720,Osdorp,"POLYGON ((4.786873380281664 52.3794890455097, 4.789821109366133 52.3794890455097, 4.789821109366133 52.377687243707896, 4.786873380281664 52.377687243707896, 4.786873380281664 52.3794890455097))"
3721,3721,Osdorp,"POLYGON ((4.786873380281664 52.381290847311504, 4.789821109366133 52.381290847311504, 4.789821109366133 52.3794890455097, 4.786873380281664 52.3794890455097, 4.786873380281664 52.381290847311504))"
3722,3722,Osdorp,"POLYGON ((4.786873380281664 52.38309264911331, 4.789821109366133 52.38309264911331, 4.789821109366133 52.381290847311504, 4.786873380281664 52.381290847311504, 4.786873380281664 52.38309264911331))"
3723,3723,Osdorp,"POLYGON ((4.786873380281664 52.38489445091511, 4.789821109366133 52.38489445091511, 4.789821109366133 52.38309264911331, 4.786873380281664 52.38309264911331, 4.786873380281664 52.38489445091511))"
3724,3724,GBA,"POLYGON ((4.786873380281664 52.386696252716916, 4.789821109366133 52.386696252716916, 4.789821109366133 52.38489445091511, 4.786873380281664 52.38489445091511, 4.786873380281664 52.386696252716916))"
3725,3725,GBA,"POLYGON ((4.786873380281664 52.38849805451872, 4.789821109366133 52.38849805451872, 4.789821109366133 52.386696252716916, 4.786873380281664 52.386696252716916, 4.786873380281664 52.38849805451872))"
3726,3726,GBA,"POLYGON ((4.786873380281664 52.390299856320524, 4.789821109366133 52.390299856320524, 4.789821109366133 52.38849805451872, 4.786873380281664 52.38849805451872, 4.786873380281664 52.390299856320524))"
3727,3727,GBA,"POLYGON ((4.786873380281664 52.39210165812233, 4.789821109366133 52.39210165812233, 4.789821109366133 52.390299856320524, 4.786873380281664 52.390299856320524, 4.786873380281664 52.39210165812233))"
3728,3728,GBA,"POLYGON ((4.786873380281664 52.39390345992413, 4.789821109366133 52.39390345992413, 4.789821109366133 52.39210165812233, 4.786873380281664 52.39210165812233, 4.786873380281664 52.39390345992413))"
3729,3729,GBA,"POLYGON ((4.786873380281664 52.39570526172594, 4.789821109366133 52.39570526172594, 4.789821109366133 52.39390345992413, 4.786873380281664 52.39390345992413, 4.786873380281664 52.39570526172594))"
3730,3730,GBA,"POLYGON ((4.786873380281664 52.39750706352774, 4.789821109366133 52.39750706352774, 4.789821109366133 52.39570526172594, 4.786873380281664 52.39570526172594, 4.786873380281664 52.39750706352774))"
3731,3731,GBA,"POLYGON ((4.786873380281664 52.399308865329544, 4.789821109366133 52.399308865329544, 4.789821109366133 52.39750706352774, 4.786873380281664 52.39750706352774, 4.786873380281664 52.399308865329544))"
3732,3732,GBA,"POLYGON ((4.786873380281664 52.40111066713135, 4.789821109366133 52.40111066713135, 4.789821109366133 52.399308865329544, 4.786873380281664 52.399308865329544, 4.786873380281664 52.40111066713135))"
3733,3733,GBA,"POLYGON ((4.786873380281664 52.40291246893315, 4.789821109366133 52.40291246893315, 4.789821109366133 52.40111066713135, 4.786873380281664 52.40111066713135, 4.786873380281664 52.40291246893315))"
3734,3734,GBA,"POLYGON ((4.786873380281664 52.40471427073496, 4.789821109366133 52.40471427073496, 4.789821109366133 52.40291246893315, 4.786873380281664 52.40291246893315, 4.786873380281664 52.40471427073496))"
